SiteID,SiteCode,SiteName,SpatialCharacteristics,SourceID,VerticalDatum,LocalProjectionID,PosAccuracy_m,State,County,Comments,LatLongDatumID,GeoLocation,LocationDescription
93,4694,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.31220845914663 69.947238602756613, -143.31137008414589 69.947485040256907, -143.31099427164554 69.947774040257144, -143.3114194591459 69.948206290257559, -143.31234702164676 69.948450477757817, -143.31247408414691 69.9485370402579, -143.31369620914802 69.948795227758112, -143.31496089664921 69.949082290258389, -143.31571883414989 69.94918241525852, -143.31652189665067 69.949556602758847, -143.31707008415117 69.949700227758981, -143.317956896652 69.950059852759324, -143.31930608415325 69.950361102759615, -143.32035883415426 69.950489852759716, -143.32149689665528 69.950719227759961, -143.32301220915673 69.950818290260074, -143.32326427165697 69.950818040260046, -143.32368483415735 69.950817290260076, -143.32393602165757 69.950687227759929, -143.3258243966593 69.950324040259574, -143.32855702166188 69.950219477759475, -143.32830083416161 69.949873415259177, -143.32728339666068 69.949138915258459, -143.3268586466603 69.948749915258063, -143.32676645916018 69.948014040257377, -143.32651264665998 69.947884415257263, -143.32651145915997 69.947783477757142, -143.32630108415975 69.947740415257115, -143.32604708415954 69.947596415256982, -143.32448964665809 69.947439665256809, -143.32175439665554 69.9472989152567, -143.32032202165419 69.947026602756409, -143.31926789665323 69.946739290256176, -143.31888839665288 69.946667602756122, -143.31788020915195 69.946741102756164, -143.31721120915131 69.947131477756557, -143.31628627165043 69.947132602756554, -143.31611683415031 69.94698847775642, -143.3154014591496 69.946975040256419, -143.31430970914863 69.947091665256508, -143.31220845914663 69.947238602756613))",
94,4705,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.30565702164057 69.94385541525341, -143.30527883414021 69.943870227753436, -143.30414845913913 69.944362102753857, -143.30276870913787 69.945157477754677, -143.30247783413756 69.945489602754975, -143.302942021638 69.945691227755134, -143.30592964664078 69.945918477755384, -143.31034402164494 69.945826665255282, -143.31202439664645 69.945694852755167, -143.312611021647 69.945463227754971, -143.31277689664716 69.945246602754722, -143.3123958341468 69.944987415254516, -143.31058083414513 69.944311227753857, -143.31032570914488 69.944051852753574, -143.31070070914524 69.943719477753262, -143.3105737091451 69.943589852753149, -143.31015264664472 69.943561415253143, -143.30939839664404 69.943793227753332, -143.30855739664327 69.943794290253379, -143.30758939664236 69.943679915253242, -143.30674620914158 69.943478915253053, -143.30645189664131 69.943464915253031, -143.30565702164057 69.94385541525341))",
95,4719,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.31090120914541 69.942752415252372, -143.31178483414624 69.9428091027524, -143.31308645914748 69.942663290252256, -143.31333908414769 69.942677290252291, -143.31388570914822 69.942691040252271, -143.31569039664987 69.94240029025201, -143.31682289665093 69.9421392277518, -143.31808283415211 69.942036602751671, -143.31904902165303 69.9419632277516, -143.31992708415385 69.941529227751161, -143.3197562091537 69.941240852750909, -143.31920827165317 69.9411116027508, -143.31849283415249 69.9410260402507, -143.31811045915214 69.940665665250336, -143.31802489665205 69.940521415250217, -143.31718402165126 69.9405081027502, -143.31609308415028 69.9406971027504, -143.3149578341492 69.9406984152504, -143.313654209148 69.940627915250289, -143.3114228341459 69.94029866525, -143.31083564664539 69.940414915250145, -143.31005002164466 69.941729040251388, -143.31009689664467 69.942205102751814, -143.31031039664487 69.94252222775215, -143.31090120914541 69.942752415252372))",
96,4749,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.3194354591534 69.93079391524094, -143.31851320915251 69.9309970402411, -143.31767664665176 69.931387665241459, -143.31705145915117 69.931864665241918, -143.31654964665069 69.932096102742179, -143.31614189665032 69.933294415243324, -143.31631583415049 69.933828102743817, -143.31711745915123 69.934158915244112, -143.31968245915363 69.934300102744288, -143.32073283415457 69.934269852744208, -143.32249645915624 69.934152227744136, -143.32325108415694 69.93396360274393, -143.32358520915722 69.9337901027438, -143.32455083415812 69.933687915243709, -143.32757545916098 69.9335972902436, -143.32778439666117 69.9334816027435, -143.32778370916117 69.9334094777434, -143.32723602166067 69.9332946652433, -143.32736045916079 69.933150290243191, -143.32786302166124 69.933005290243045, -143.32790402166125 69.932904290242931, -143.32731445916073 69.93278960274283, -143.32710289666051 69.932660040242681, -143.32722670916064 69.9324434152425, -143.32714102166057 69.93228485274237, -143.32625620915974 69.932083915242146, -143.32402645915766 69.931827040241927, -143.323310209157 69.93166922774175, -143.32221283415595 69.931194415241308, -143.32200227165578 69.931165852741287, -143.32179070915555 69.931021852741139, -143.32027539665415 69.930792852740922, -143.3194354591534 69.93079391524094))",
97,4801,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.30666164664149 69.913883040224761, -143.30834139664307 69.9139242902248, -143.30914008414379 69.914038852724872, -143.30968920914432 69.91434110272516, -143.31006783414466 69.914427290225248, -143.31145420914595 69.914541040225387, -143.31158070914609 69.9145842277254, -143.31154045914604 69.914757415225608, -143.31078683414535 69.914931415225738, -143.30910883414379 69.9150776652259, -143.30843920914316 69.915295040226113, -143.30819064664291 69.915627227726418, -143.30845020914313 69.916391602727145, -143.30891470914361 69.916665290227385, -143.30979770914439 69.91676522772751, -143.31030364664485 69.9169954777277, -143.31097620914551 69.9170524777278, -143.31181683414627 69.917138040227869, -143.31270220914712 69.917497665228211, -143.31333120914769 69.9173959152281, -143.313666084148 69.917308915228034, -143.31576289664997 69.9170466027278, -143.31563320914984 69.916686040227418, -143.31521183414947 69.916527852727285, -143.31470170914895 69.915936852726716, -143.3146532091489 69.915301915226124, -143.31448102164876 69.914898102725715, -143.31388839664822 69.914422602725239, -143.31405239664838 69.914032852724887, -143.31383764664815 69.913571290224425, -143.313667646648 69.913355102724211, -143.31265820914706 69.9131976027241, -143.31207008414651 69.913140602724013, -143.30887802164352 69.913014602723877, -143.30682127164164 69.913060227723975, -143.30623445914108 69.913147602724052, -143.30560683414052 69.913350290224244, -143.30527045914016 69.913307415224153, -143.30463970913962 69.9132216027241, -143.30380064663882 69.913251415224124, -143.30363202163863 69.913179477724043, -143.30329564663833 69.913136602724038, -143.30274889663781 69.913036227723921, -143.30174208413689 69.913124040224048, -143.30157627163675 69.9133406027242, -143.30141064663661 69.913586102724437, -143.30120289663637 69.913788415224658, -143.30128820913649 69.91391810272475, -143.30309708413819 69.914305665225157, -143.30376927163877 69.914348227725185, -143.30435608413933 69.914246477725086, -143.30435470913932 69.914102102724968, -143.30401802163902 69.914030415224858, -143.30300945913808 69.913959477724831, -143.30284070913791 69.913844227724681, -143.30292370913799 69.9137574777246, -143.30346870913849 69.913655915224552, -143.3043086466393 69.913683665224553, -143.30493945913986 69.91378404022467, -143.30607183414094 69.913681665224559, -143.30666164664149 69.913883040224761))",
98,4859,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.35351864668513 69.9037924152151, -143.35461120918615 69.903906290215218, -143.35494708418645 69.9039346652152, -143.35570283418713 69.903962415215219, -143.3559548341874 69.903976477715275, -143.35637539668778 69.904048040215343, -143.35650139668792 69.904062227715315, -143.35666908418807 69.904062040215379, -143.3568367091882 69.904047290215317, -143.35700408418836 69.904003852715277, -143.35717120918849 69.9039459152152, -143.35729639668864 69.9038879152152, -143.35737964668874 69.903830102715119, -143.35750502168884 69.903786602715059, -143.35758908418893 69.903786477715073, -143.35775727168908 69.9038151027151, -143.35788327168916 69.903829290215114, -143.35805102168933 69.903829102715108, -143.35821902168948 69.9038288527151, -143.35838602168963 69.90377085271507, -143.35838483418968 69.903669915214948, -143.35829983418955 69.903583415214882, -143.35817364668947 69.903540290214821, -143.35796308418924 69.9035118527148, -143.357711396689 69.903497852714779, -143.35754327168888 69.9034834777148, -143.35741670918873 69.90342604021474, -143.35741570918873 69.903353852714687, -143.35762508418895 69.9033102902146, -143.35787664668919 69.903295415214629, -143.3580023966893 69.903280852714573, -143.35816970918944 69.9032516652146, -143.35821139668951 69.903208415214507, -143.35816870918944 69.903150665214454, -143.35812589668939 69.903093040214443, -143.35804145918934 69.9030499152144, -143.35795702168923 69.902992227714307, -143.35783008418912 69.902934665214261, -143.357703646689 69.902891665214241, -143.35753545918885 69.902863040214214, -143.35728408418862 69.902892290214226, -143.35703283418837 69.902935915214286, -143.35653127168791 69.903095415214452, -143.35628008418769 69.903139040214427, -143.35611245918756 69.9031536652145, -143.35590208418733 69.903110852714434, -143.355565646687 69.903024665214375, -143.3554392091869 69.902996040214333, -143.35434789668591 69.90298310271433, -143.3538440216854 69.9029551027143, -143.35363408418522 69.902926415214239, -143.35363308418522 69.902854290214222, -143.35371608418529 69.9027821027141, -143.35392527168551 69.902738415214088, -143.35455439668607 69.902694227714022, -143.35509870918656 69.902606852713944, -143.35535008418685 69.902592102713939, -143.35585370918727 69.902576915213928, -143.3560632716875 69.902562227713887, -143.35623045918766 69.902518602713855, -143.35635583418775 69.902475227713822, -143.35648127168787 69.90244610271381, -143.35664870918805 69.902402477713764, -143.3568582091882 69.902373415213745, -143.35740302168875 69.902314915213665, -143.35769645918901 69.902300040213632, -143.35908027169029 69.902225852713585, -143.35945739669063 69.902182040213532, -143.35966664669087 69.902138415213486, -143.35987520919105 69.902051477713442, -143.36004264669117 69.902007915213346, -143.3604608341916 69.901892040213284, -143.3606694591918 69.901819477713232, -143.36079470919191 69.901761477713137, -143.36087783419197 69.901689290213085, -143.36117002169226 69.90157329021298, -143.36133727169238 69.90151541521287, -143.36158820919263 69.901457290212875, -143.36255102169355 69.90128266521269, -143.36276008419372 69.901224602712645, -143.36296927169394 69.9011811027126, -143.36309439669407 69.9011086652125, -143.36342639669436 69.900834102712253, -143.3635094591944 69.9007618527122, -143.36350864669441 69.900675227712085, -143.36342345919434 69.900574290212, -143.36291527169385 69.900214415211636, -143.36274627169371 69.90012791521157, -143.36253570919354 69.900056290211481, -143.36232539669334 69.900013102711455, -143.36203127169307 69.899984665211448, -143.36161108419265 69.8999564777114, -143.35737127168869 69.899746415211226, -143.35623727168763 69.899647040211107, -143.35602770918746 69.899661665211127, -143.35581820918725 69.899690915211181, -143.35548370918696 69.89979241521128, -143.35464902168616 69.900140040211582, -143.35444008418597 69.900212415211641, -143.35427270918581 69.900255915211716, -143.35389589668546 69.900314227711789, -143.35372889668531 69.900372102711842, -143.35335264668498 69.900502602711953, -143.35318602168479 69.900589415212011, -143.35289464668455 69.9007919152122, -143.35268820918435 69.901051915212463, -143.352318459184 69.901716227713109, -143.35211070918382 69.901889665213275, -143.35157383418328 69.902597477713954, -143.35153520918328 69.902871665214192, -143.35153570918328 69.902915102714218, -143.35178808418351 69.902957915214287, -143.35208189668379 69.9029720402143, -143.35233402168404 69.902986102714337, -143.3525440216842 69.903014477714336, -143.3525447091842 69.903072290214411, -143.35221008418392 69.903159415214461, -143.35195920918369 69.903217477714549, -143.35183345918352 69.903246477714546, -143.3517502716835 69.9033044152146, -143.35170920918341 69.903376602714658, -143.35171064668344 69.903506415214835, -143.35171164668344 69.903564227714867, -143.352340646684 69.903563227714855, -143.35255083418423 69.903577290214912, -143.3527608966844 69.903591602714926, -143.35335039668496 69.903763852715088, -143.35351864668513 69.9037924152151))",
99,4930,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.16309964650776 69.880487852692781, -143.16423239650885 69.880761602693042, -143.16528064650981 69.880891040193191, -143.16687327151129 69.8808326651931, -143.16859164651288 69.880644477692925, -143.1692194590135 69.8804854151928, -143.17014127151435 69.880369477692653, -143.17315870901717 69.880180852692519, -143.17672208402047 69.88028022769258, -143.1776438340213 69.88022204019255, -143.17818802152181 69.879991040192323, -143.17852245902213 69.8797600401921, -143.18019770902373 69.879398415191773, -143.18111789652454 69.878892915191273, -143.18124070902468 69.878156915190544, -143.18144883402488 69.877781665190213, -143.18140320902484 69.876886915189345, -143.18110983402454 69.87682941518932, -143.18081608402429 69.876714102689149, -143.18018702152369 69.876627852689111, -143.17947302152305 69.876296227688769, -143.17880020902243 69.8756906026882, -143.17892327152254 69.874940102687518, -143.17938202152294 69.8743338526869, -143.17946389652303 69.8739152901865, -143.17963089652318 69.873698665186325, -143.17950483402308 69.87355447768617, -143.17883327152242 69.873381665185974, -143.17799545902164 69.873367602685988, -143.17694689652069 69.873122852685782, -143.17665327152042 69.87302191518566, -143.175186271519 69.8729504151856, -143.17363645901759 69.873052040185669, -143.17040945901459 69.8729524151856, -143.16584245901032 69.873040852685691, -143.16420845900882 69.873070290185723, -143.16370527150832 69.872940602685574, -143.16278339650751 69.872955415185587, -143.162280896507 69.873114227685747, -143.16202989650679 69.873244290185852, -143.16031245900518 69.873432477686066, -143.15955908400446 69.873692477686276, -143.15834602150335 69.874515477687055, -143.15696783400205 69.876146477688664, -143.15655202150168 69.877315477689777, -143.15621845900137 69.878066040190475, -143.15638839650154 69.878801915191161, -143.1564312090016 69.879234852691582, -143.15685183400194 69.879681915192009, -143.15764902150272 69.87998466519231, -143.15878170900373 69.8802584776926, -143.16058445900546 69.880416477692719, -143.16255427150725 69.880343665192683, -143.16309964650776 69.880487852692781))",
100,5017,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-144.2852992100529 69.88203004019428, -144.28345471005119 69.882174227694421, -144.28161008504946 69.88224622769448, -144.281107022549 69.8822894776945, -144.28018464754814 69.8826066651948, -144.27963921004763 69.88299629019518, -144.27993202254791 69.883515852695666, -144.2803508350483 69.883905477696047, -144.28102139754893 69.884021040196174, -144.28278221005056 69.8840211026962, -144.28366264755138 69.884165602696285, -144.28403964755174 69.884367665196493, -144.28416508505185 69.884699477696842, -144.28445846005212 69.884872665197, -144.28621939755377 69.884872915197022, -144.28659664755412 69.8848152276969, -144.28676489755426 69.884050290196186, -144.28655608505409 69.883097915195307, -144.28689171005439 69.88250641519474, -144.28697583505448 69.882174477694392, -144.28664071005414 69.882001290194253, -144.2852992100529 69.88203004019428))",
101,5018,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-144.26123921003051 69.8813049151936, -144.26362846003272 69.881435290193679, -144.2656400225346 69.8816232901939, -144.26677189753565 69.881666852693925, -144.26853239753729 69.881551665193811, -144.2706707100393 69.881378915193636, -144.27201246004054 69.8810184151933, -144.272515897541 69.880657602692949, -144.27285202254131 69.880109415192436, -144.27193102254046 69.879431102691811, -144.27067408503927 69.879098915191491, -144.26853683503731 69.878838915191238, -144.26518421003416 69.878636227691047, -144.26334064753246 69.878448227690839, -144.26174746003096 69.878664290191068, -144.26082521003011 69.87870747769108, -144.2593168350287 69.878476227690882, -144.25843683502788 69.878418290190822, -144.25659264752616 69.878446665190822, -144.25558627252525 69.878634040191059, -144.25483108502453 69.878994602691364, -144.25462039752435 69.879499602691865, -144.25482827252452 69.880250040192593, -144.25482689752454 69.8808994151932, -144.25516121002485 69.881289040193565, -144.25599946002563 69.8813324776936, -144.25734083502687 69.881347290193617, -144.25922739752863 69.881275477693521, -144.26123921003051 69.8813049151936))",
102,5043,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.22224002156287 70.039551602844938, -143.22515439656559 70.039535102844923, -143.22621020906655 70.039548852844931, -143.22650602156682 70.039534102844939, -143.22730727156755 70.039360415344731, -143.22789839656815 70.039302290344722, -143.22840502156862 70.039273227844646, -143.22941902156953 70.039315602844738, -143.23157420907154 70.03948729034488, -143.23267202157257 70.0394286028448, -143.23638702157604 70.039151665344548, -143.23680927157642 70.039151415344577, -143.23723145907684 70.0391078528445, -143.23769520907723 70.0389774778444, -143.23815820907771 70.038746290344164, -143.23862220907813 70.0386738528441, -143.23887527157837 70.038601415344019, -143.23870545907818 70.03847166534392, -143.238494084078 70.038414227843845, -143.23832439657781 70.038327665343758, -143.23832370907786 70.038212290343637, -143.2381536465777 70.038068102843539, -143.23815327157769 70.037996040343472, -143.23903489657852 70.037230477842741, -143.23945408407889 70.036739477842275, -143.23949483407893 70.036494227842, -143.23902889657847 70.036321415341874, -143.23885864657831 70.036105040341653, -143.23902602157847 70.0358741028414, -143.23893627157838 70.035094915340665, -143.2387226465782 70.0346910403403, -143.23825445907778 70.034186415339818, -143.2376188965772 70.033811665339485, -143.23673008407633 70.033523665339175, -143.23601139657569 70.033365602839041, -143.23575802157546 70.033380227839046, -143.23529464657503 70.033553665339213, -143.23457508407432 70.033309040338978, -143.23436389657417 70.033265852838909, -143.23339264657324 70.033281040338949, -143.23187208407182 70.033195477838845, -143.23047870907055 70.033182102838865, -143.22984483406992 70.033096040338776, -143.22971808406982 70.033096102838741, -143.22887539656904 70.033414102839089, -143.2285378965687 70.033457602839093, -143.22406027156455 70.033143415338785, -143.22291964656347 70.0330286653387, -143.22173745906241 70.0330441028387, -143.22161108406226 70.033101852838755, -143.22123108406191 70.033130915338816, -143.21975320906051 70.0331462903388, -143.21912083405994 70.033291102838945, -143.21819208405907 70.033363915339038, -143.21802389655892 70.033479415339144, -143.21772883405868 70.0335229153392, -143.21726508405823 70.0336819153393, -143.21709689655808 70.033783102839408, -143.2156244590567 70.034822915340442, -143.21491120905603 70.0356602903412, -143.21504227155617 70.036410602841954, -143.21483470905594 70.037089040342607, -143.21526183405638 70.037954477843442, -143.21534683405645 70.038026602843459, -143.21606620905709 70.038271415343715, -143.21623583405727 70.0383724153438, -143.21636502155741 70.0388772903443, -143.21666170905769 70.039021415344436, -143.21683083405782 70.039064477844462, -143.21733802155831 70.039107477844539, -143.21742239655839 70.039136290344572, -143.21847864655933 70.039150102844587, -143.22004189656082 70.039250102844662, -143.22092989656164 70.039422602844809, -143.22169039656234 70.039479852844863, -143.22224002156287 70.039551602844938))",
103,5049,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.21825020905914 70.028717415334555, -143.21867245905952 70.028688227834564, -143.21917864656 70.028630227834483, -143.2201482715609 70.028441915334341, -143.22120370906191 70.028397915334281, -143.22217339656282 70.028209665334089, -143.22292902156352 70.027487602833375, -143.22326439656382 70.02706891533299, -143.22300927156357 70.0267804778327, -143.22246027156308 70.026708665332677, -143.22178470906243 70.026665915332643, -143.22098120906168 70.026406852832366, -143.2205994590613 70.026118415332078, -143.21907964655992 70.026061665332023, -143.21832020905919 70.0261342903321, -143.21798389655891 70.026379852832363, -143.21764645905859 70.026466665332421, -143.21676020905778 70.026496102832439, -143.2157488340568 70.026785415332739, -143.21478302155589 70.0276806653336, -143.21469870905582 70.027709477833625, -143.21482864655593 70.028257915334123, -143.21512370905623 70.028243227834139, -143.21580102155684 70.0285314153344, -143.21630802155732 70.0286464153345, -143.21689883405787 70.028602915334446, -143.21727820905824 70.028516040334367, -143.21825020905914 70.028717415334555))",
104,5052,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.22421620906471 70.023864915329924, -143.22484920906527 70.023893227829959, -143.22552289656591 70.023575290329632, -143.22797089656819 70.023617040329668, -143.22864589656882 70.02358760282965, -143.23020608407029 70.023355477829455, -143.23104883407109 70.0231096028292, -143.23117345907116 70.022821040328935, -143.230961271571 70.022633477828762, -143.22998802157008 70.0221869153283, -143.2293544590695 70.022115227828252, -143.22910039656927 70.021999915328152, -143.22808820906829 70.022087227828209, -143.22736970906766 70.02191460282809, -143.22677345906709 70.021020290327215, -143.22559045906598 70.020790290326985, -143.2227210215633 70.02079229032698, -143.22060945906134 70.020562852826771, -143.21985027156063 70.020649915326857, -143.21942920906025 70.020794602827024, -143.21871227155958 70.020867227827068, -143.21850220905935 70.021054915327213, -143.21858789655948 70.021256915327456, -143.21812570905905 70.021603477827739, -143.21804220905892 70.021747852827914, -143.21808789655898 70.022397102828535, -143.21821589655912 70.022642290328776, -143.21804945905893 70.023089852829216, -143.21961239656042 70.0232908528294, -143.22109008406181 70.023361915329474, -143.22341227156397 70.0235191028296, -143.22421620906471 70.023864915329924))",
105,5053,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.38271620921233 70.025184290331183, -143.3828043967124 70.025458415331443, -143.38348464671304 70.025818102831792, -143.38471227171419 70.026104602832049, -143.38742120921671 70.026619665332547, -143.38873027171792 70.026661040332641, -143.38932145921848 70.026688915332642, -143.39016408421924 70.026572102832532, -143.39125689672028 70.0262240403322, -143.39277539672167 70.026149290332114, -143.39757189672616 70.025087915331127, -143.39829020922684 70.025130040331121, -143.39870739672722 70.024797477830859, -143.39883008422731 70.024508665330544, -143.39894589672741 70.023772477829823, -143.39923427172772 70.023267040329344, -143.39905827172754 70.0227766028289, -143.39828764672683 70.022013227828168, -143.39705264672568 70.0212361028274, -143.3961208342248 70.0209779153272, -143.39603508422471 70.020877040327079, -143.39552645922424 70.02073347782698, -143.39565183422434 70.020646852826857, -143.39624208422492 70.020616915326841, -143.39700439672561 70.020803227826988, -143.39729902172587 70.020759415326935, -143.39835439672686 70.020772102826967, -143.3986850217272 70.020280915326481, -143.3985990842271 70.020165602826381, -143.39876189672725 70.019746915325982, -143.3982504592268 70.019415852825674, -143.39749164672605 70.0194460403257, -143.395296396724 70.019377415325621, -143.39419570922303 70.019134040325412, -143.3934352717223 70.019063102825342, -143.39149583422051 70.019181852825454, -143.38828520921749 70.018912852825224, -143.3879487092172 70.018971102825276, -143.38706208421638 70.018943665325253, -143.38647245921584 70.0190166653253, -143.38601183421537 70.019277227825526, -143.38554920921496 70.0194078528257, -143.38500589671446 70.019769477826017, -143.38496564671442 70.019913852826122, -143.38514070921457 70.020375290326612, -143.38556739671498 70.020720915326919, -143.3859060217153 70.020778102826952, -143.38620345921555 70.02095085282717, -143.38654302171585 70.02108010282727, -143.38671589671605 70.021397227827549, -143.38617170921555 70.021701227827876, -143.3853710842148 70.021789102827938, -143.38511664671455 70.021702852827843, -143.38452389671397 70.021574040327721, -143.38410727171362 70.021964227828121, -143.38406664671356 70.022065415328214, -143.38272139671233 70.02244260282859, -143.38276564671236 70.022601290328709, -143.38306464671263 70.02286060282897, -143.38357408421314 70.0230906653292, -143.38437727171384 70.023175915329247, -143.38475727171419 70.023189852829319, -143.38496902171443 70.023247102829359, -143.38492870921436 70.023391602829463, -143.38412683421365 70.023392852829488, -143.38311683421267 70.023610852829677, -143.3829128342125 70.024101852830171, -143.38270364671229 70.0242609153303, -143.38198920921161 70.0244929153305, -143.3820356467117 70.0247958528308, -143.382373896712 70.024838602830854, -143.38300727171259 70.0248520403309, -143.38309245921266 70.024924040330959, -143.38284102171241 70.025054290331042, -143.38271620921233 70.025184290331183))",
106,5058,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.23379970907365 70.01115947781777, -143.23447483407426 70.011173477817792, -143.23493983407468 70.0113174153179, -143.23595108407562 70.011172290317788, -143.23683583407643 70.0109841028176, -143.23852264657802 70.010968415317592, -143.23915583407859 70.0110400403177, -143.2396610840791 70.010909665317541, -143.2399132090793 70.010765227817416, -143.24012208407953 70.010462040317137, -143.23902464657851 70.010318602817, -143.23822045907775 70.009915227816563, -143.23737689657696 70.009887040316571, -143.23670208407634 70.0099020403166, -143.23412620907391 70.009427665316124, -143.23395708407378 70.0093990403161, -143.23349245907332 70.009269415315984, -143.2271212715674 70.008870102815564, -143.2265742715669 70.009029102815731, -143.22611120906646 70.009202602815932, -143.22569289656604 70.009780227816449, -143.22594689656631 70.009938665316611, -143.22573783406614 70.0102419153169, -143.2259078965663 70.010472665317153, -143.22717420906747 70.01060160281726, -143.22805920906825 70.01050004031714, -143.23131083407128 70.011089227817735, -143.23325045907313 70.011044477817649, -143.23379970907365 70.01115947781777))",
107,5059,,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.23939527157881 70.00900522781572, -143.24002745907944 70.008947040315689, -143.24103764658037 70.008614415315336, -143.24129039658061 70.008585227815288, -143.24137270908068 70.008296602815065, -143.24158220908089 70.008108852814871, -143.2418352090811 70.008065290314789, -143.24208827158134 70.008079602814817, -143.24242470908166 70.007949415314727, -143.24233639658155 70.007357852814138, -143.24212445908137 70.007170477813986, -143.24229002158154 70.006737415313552, -143.24224602158148 70.006434415313279, -143.24009270907948 70.006060915312929, -143.2391212715786 70.0058452278127, -143.23810739657762 70.005571852812423, -143.23726164657683 70.005197415312054, -143.23645708407611 70.0047072903116, -143.23569627157536 70.004433665311325, -143.23430283407407 70.004102915311051, -143.23366989657347 70.004045665310983, -143.2329958965729 70.0041472278111, -143.23215620907212 70.004725040311641, -143.23211620907205 70.005085852811973, -143.23355420907342 70.005719602812576, -143.23402064657381 70.006166602813, -143.23368483407353 70.00636885281321, -143.23309502157298 70.006441477813283, -143.23225120907216 70.006427602813247, -143.23174602157172 70.00655791531338, -143.23162502157157 70.0073949153142, -143.23069970907073 70.007814102814564, -143.23044908407053 70.008175102814917, -143.23066145907069 70.008434602815171, -143.23180270907176 70.008808915315541, -143.23319508407303 70.008908915315629, -143.23627327157595 70.008834477815554, -143.23728570907684 70.0088624778156, -143.23846608407797 70.008804040315539, -143.23939527157881 70.00900522781572))",
108,5070,Jago Lake,Polygon/Constant over surface,2,unknown,,,Alaska,,,3,"POLYGON ((-143.7469407095515 69.458408227289183, -143.74911927205358 69.458696414789429, -143.74973564705414 69.45873947728947, -143.75088689705518 69.459042289789778, -143.75203964705628 69.459835852290539, -143.75315145955733 69.460759227291433, -143.75479620955883 69.461191664791812, -143.7558246470598 69.461465602292066, -143.75882845956261 69.462763664793329, -143.7594038345631 69.462835602293424, -143.76039008456405 69.462705414793291, -143.76108802206471 69.462445414793024, -143.76092164706455 69.46185360229245, -143.76038570956405 69.461132102291771, -143.75939708456315 69.460439664791139, -143.75684502206076 69.4588672897896, -143.75565189705964 69.458333852289073, -143.75429520955839 69.458132039788907, -143.75306270955724 69.458247914789013, -143.75203520955625 69.4581616022889, -143.75141845955568 69.458003039788778, -143.7509656470553 69.457642289788453, -143.75055283455487 69.456834227287672, -143.75014083455449 69.456401227287273, -143.74956527205399 69.456213664787086, -143.74915439705359 69.456199414787037, -143.74771739705227 69.456719289787571, -143.74607683455071 69.457961039788756, -143.74599483455063 69.458134227288909, -143.74611820955073 69.458191852288962, -143.7469407095515 69.458408227289183))",
