1	24148336
1	24148338
1	24148339
1	24148340
1	24148341
1	24148342
1	24148343
1	24148344
1	24148345
1	24148346
1	24148347
1	24148348
1	24148349
1	24148351
1	24148353
1	24148354
1	24148355
1	24148357
1	24148359
1	24148360
1	24148361
1	24148362
1	24148363
1	24148365
1	24148367
1	24148368
1	24148369
1	24148370
1	24148371
1	24148373
1	24148374
1	24148375
1	24148376
1	24148378
1	24148381
1	24148382
1	24148383
1	24148384
1	24148386
1	24148388
1	24148389
1	24148390
1	24148392
1	24148394
1	24148395
1	24148396
1	24148397
1	24148337
1	24148352
1	24148358
1	24148364
1	24148366
1	24148372
1	24148387
1	24148393
1	24148335
1	24148350
1	24148356
1	24148377
1	24148379
1	24148380
1	24148385
1	24148391
2	24148398
2	24148400
2	24148402
2	24148403
2	24148404
2	24148405
2	24148406
2	24148407
2	24148408
2	24148409
2	24148410
2	24148411
2	24148412
2	24148413
2	24148414
2	24148416
2	24148418
2	24148419
2	24148420
2	24148421
2	24148423
2	24148425
2	24148427
2	24148428
2	24148430
2	24148432
2	24148434
2	24148435
2	24148436
2	24148437
2	24148438
2	24148439
2	24148441
2	24148442
2	24148443
2	24148444
2	24148445
2	24148446
2	24148447
2	24148448
2	24148449
2	24148450
2	24148451
2	24148452
2	24148453
2	24148455
2	24148457
2	24148459
2	24148460
2	24148462
2	24148464
2	24148465
2	24148466
2	24148467
2	24148401
2	24148424
2	24148426
2	24148433
2	24148440
2	24148456
2	24148458
2	24148463
2	24148399
2	24148415
2	24148417
2	24148422
2	24148429
2	24148431
2	24148454
2	24148461
3	24148468
3	24148469
3	24148471
3	24148473
3	24148474
3	24148475
3	24148476
3	24148478
3	24148479
3	24148480
3	24148481
3	24148482
3	24148483
3	24148485
3	24148486
3	24148487
3	24148488
3	24148490
3	24148492
3	24148493
3	24148495
3	24148497
3	24148499
3	24148500
3	24148502
3	24148504
3	24148505
3	24148506
3	24148507
3	24148509
3	24148510
3	24148511
3	24148512
3	24148513
3	24148514
3	24148516
3	24148517
3	24148518
3	24148519
3	24148521
3	24148523
3	24148472
3	24148477
3	24148484
3	24148491
3	24148498
3	24148503
3	24148522
3	24148470
3	24148489
3	24148494
3	24148496
3	24148501
3	24148508
3	24148515
3	24148520
4	24148524
4	24148525
4	24148526
4	24148528
4	24148530
4	24148531
4	24148532
4	24148534
4	24148536
4	24148538
4	24148539
4	24148540
4	24148541
4	24148542
4	24148544
4	24148545
4	24148546
4	24148547
4	24148549
4	24148551
4	24148552
4	24148553
4	24148554
4	24148555
4	24148557
4	24148559
4	24148561
4	24148563
4	24148565
4	24148566
4	24148567
4	24148568
4	24148569
4	24148571
4	24148572
4	24148573
4	24148574
4	24148575
4	24148576
4	24148578
4	24148579
4	24148580
4	24148581
4	24148582
4	24148584
4	24148586
4	24148529
4	24148535
4	24148537
4	24148543
4	24148558
4	24148564
4	24148570
4	24148585
4	24148527
4	24148533
4	24148548
4	24148550
4	24148556
4	24148560
4	24148562
4	24148577
4	24148583
16	24149869
16	24149870
6	24149042
6	24149072
6	24149102
6	24149058
6	24149088
6	24149118
6	24149132
6	24149044
6	24149046
6	24149060
6	24149074
6	24149090
6	24149104
6	24149120
6	24149134
6	24149048
6	24149050
6	24149062
6	24149064
6	24149076
6	24149078
6	24149080
6	24149092
6	24149094
6	24149106
6	24149108
6	24149110
6	24149122
6	24149124
6	24149136
6	24149138
6	24149052
6	24149054
6	24149056
6	24149066
6	24149068
6	24149070
6	24149082
6	24149084
6	24149086
6	24149096
6	24149098
6	24149100
6	24149112
6	24149114
6	24149116
6	24149126
6	24149128
6	24149130
6	24149140
6	24149142
6	24149144
6	24149146
6	24149057
6	24149087
6	24149117
6	24149043
6	24149073
6	24149103
6	24149133
6	24149045
6	24149059
6	24149061
6	24149075
6	24149089
6	24149105
6	24149119
6	24149135
6	24149047
6	24149049
6	24149063
6	24149065
6	24149077
6	24149079
6	24149091
6	24149093
6	24149095
6	24149107
6	24149109
6	24149121
6	24149123
6	24149125
6	24149137
6	24149139
6	24149051
6	24149053
6	24149055
6	24149067
6	24149069
6	24149071
6	24149081
6	24149083
6	24149085
6	24149097
6	24149099
6	24149101
6	24149111
6	24149113
6	24149115
6	24149127
6	24149129
6	24149131
6	24149141
6	24149143
6	24149145
16	24149871
16	24149872
16	24149873
16	24149874
16	24149875
16	24149876
16	24149877
16	24149878
16	24149879
16	24149880
16	24149881
16	24149882
16	24149883
16	24149884
16	24149885
16	24149886
16	24149887
16	24149888
16	24149889
7	24149167
7	24149207
7	24149247
7	24149148
7	24149188
7	24149228
7	24149268
7	24149150
7	24149169
7	24149171
7	24149190
7	24149209
7	24149230
7	24149249
7	24149270
7	24149152
7	24149154
7	24149173
7	24149175
7	24149192
7	24149194
7	24149211
7	24149213
7	24149215
7	24149232
7	24149234
7	24149251
7	24149253
7	24149255
7	24149272
7	24149274
7	24149156
7	24149158
7	24149160
7	24149162
7	24149164
7	24149177
7	24149179
7	24149181
7	24149183
7	24149196
7	24149198
7	24149200
7	24149202
7	24149204
7	24149217
7	24149219
7	24149221
7	24149223
7	24149236
7	24149238
7	24149240
7	24149242
7	24149244
7	24149257
7	24149259
7	24149261
7	24149263
7	24149276
7	24149278
7	24149280
7	24149282
7	24149284
7	24149166
7	24149185
7	24149206
7	24149225
7	24149246
7	24149265
7	24149286
7	24149147
7	24149187
7	24149227
7	24149168
7	24149208
15	24149771
15	24149799
15	24149827
15	24149772
15	24149800
15	24149828
15	24149855
15	24149773
15	24149774
15	24149801
15	24149802
15	24149829
15	24149830
15	24149856
15	24149857
15	24149775
15	24149776
15	24149777
15	24149778
15	24149803
15	24149804
15	24149805
15	24149806
15	24149831
15	24149832
15	24149833
15	24149834
15	24149858
15	24149859
15	24149860
15	24149861
15	24149779
15	24149780
15	24149781
15	24149782
15	24149783
15	24149784
15	24149807
15	24149808
15	24149809
15	24149810
15	24149811
15	24149812
15	24149835
15	24149836
15	24149837
15	24149838
15	24149839
15	24149840
15	24149862
15	24149863
15	24149864
15	24149865
15	24149866
